org_id remap_id freebase_id
http://dbpedia.org/resource/Jumanji 0 2
http://dbpedia.org/resource/Grumpier_Old_Men 1 3
http://dbpedia.org/resource/Waiting_to_Exhale 2 4
http://dbpedia.org/resource/Father_of_the_Bride_Part_II 3 5
http://dbpedia.org/resource/Heat_(1995_film) 4 6
http://dbpedia.org/resource/Sabrina_(1995_film) 5 7
http://dbpedia.org/resource/Tom_and_Huck 6 8
http://dbpedia.org/resource/Sudden_Death 7 9
http://dbpedia.org/resource/GoldenEye 8 10
http://dbpedia.org/resource/The_American_President 9 11
http://dbpedia.org/resource/Dracula:_Dead_and_Loving_It 10 12
http://dbpedia.org/resource/Balto_(film) 11 13
http://dbpedia.org/resource/Nixon_(film) 12 14
http://dbpedia.org/resource/Cutthroat_Island 13 15
http://dbpedia.org/resource/Casino_(film) 14 16
http://dbpedia.org/resource/Sense_and_Sensibility_(film) 15 17
http://dbpedia.org/resource/Four_Rooms 16 18
http://dbpedia.org/resource/Ace_Ventura:_When_Nature_Calls 17 19
http://dbpedia.org/resource/Money_Train_(film) 18 20
http://dbpedia.org/resource/Get_Shorty_(film) 19 21
http://dbpedia.org/resource/Copycat_(film) 20 22
http://dbpedia.org/resource/Assassins_(film) 21 23
http://dbpedia.org/resource/Powder_(film) 22 24
http://dbpedia.org/resource/Leaving_Las_Vegas 23 25
http://dbpedia.org/resource/Othello_(1995_film) 24 26
http://dbpedia.org/resource/I_Now_Pronounce_You_Chuck_and_Larry 25 27
http://dbpedia.org/resource/Persuasion_(1995_film) 26 28
http://dbpedia.org/resource/The_City_of_Lost_Children 27 29
http://dbpedia.org/resource/Shanghai_Triad 28 30
http://dbpedia.org/resource/Dangerous_Minds 29 31
http://dbpedia.org/resource/12_Monkeys 30 32
http://dbpedia.org/resource/Wings_of_Courage 31 33
http://dbpedia.org/resource/Babe_(film) 32 34
http://dbpedia.org/resource/Carrington_(film) 33 35
http://dbpedia.org/resource/Dead_Man_Walking_(film) 34 36
http://dbpedia.org/resource/It_Takes_Two_(1995_film) 35 38
http://dbpedia.org/resource/Clueless_(film) 36 39
http://dbpedia.org/resource/Cry,_the_Beloved_Country_(1995_film) 37 40
http://dbpedia.org/resource/Richard_III_(1995_film) 38 41
http://dbpedia.org/resource/Dead_Presidents 39 42
http://dbpedia.org/resource/Restoration_(1995_film) 40 43
http://dbpedia.org/resource/Mortal_Kombat_(film) 41 44
http://dbpedia.org/resource/To_Die_For_(1994_film) 42 45
http://dbpedia.org/resource/How_to_Make_an_American_Quilt 43 46
http://dbpedia.org/resource/Seven_(1995_film) 44 47
http://dbpedia.org/resource/Pocahontas_(1995_film) 45 48
http://dbpedia.org/resource/When_Night_Is_Falling 46 49
http://dbpedia.org/resource/The_Usual_Suspects 47 50
http://dbpedia.org/resource/Mighty_Aphrodite 48 52
http://dbpedia.org/resource/Lamerica 49 53
http://dbpedia.org/resource/The_Big_Green 50 54
http://dbpedia.org/resource/Georgia_(1995_film) 51 55
http://dbpedia.org/resource/Home_for_the_Holidays_(film) 52 57
http://dbpedia.org/resource/The_Indian_in_the_Cupboard_(film) 53 60
http://dbpedia.org/resource/Eye_for_an_Eye_(1996_film) 54 61
http://dbpedia.org/resource/Mr._Holland's_Opus 55 62
http://dbpedia.org/resource/Don't_Be_a_Menace_to_South_Central_While_Drinking_Your_Juice_in_the_Hood 56 63
http://dbpedia.org/resource/Two_If_by_Sea 57 64
http://dbpedia.org/resource/Bio-Dome 58 65
http://dbpedia.org/resource/Lawnmower_Man_2:_Beyond_Cyberspace 59 66
http://dbpedia.org/resource/Two_Bits 60 67
http://dbpedia.org/resource/French_Twist_(film) 61 68
http://dbpedia.org/resource/Friday_(1995_film) 62 69
http://dbpedia.org/resource/From_Dusk_till_Dawn 63 70
http://dbpedia.org/resource/Fair_Game_(1995_film) 64 71
http://dbpedia.org/resource/Kicking_and_Screaming_(1995_film) 65 72
http://dbpedia.org/resource/Bed_of_Roses_(1996_film) 66 74
http://dbpedia.org/resource/Big_Bully_(film) 67 75
http://dbpedia.org/resource/Screamers_(1995_film) 68 76
http://dbpedia.org/resource/The_Crossing_Guard 69 78
http://dbpedia.org/resource/The_Juror 70 79
http://dbpedia.org/resource/Things_to_Do_in_Denver_When_You're_Dead 71 81
http://dbpedia.org/resource/Antonia's_Line 72 82
http://dbpedia.org/resource/Last_Summer_in_the_Hamptons 73 84
http://dbpedia.org/resource/White_Squall_(film) 74 86
http://dbpedia.org/resource/Dunston_Checks_In 75 87
http://dbpedia.org/resource/Black_Sheep_(1996_film) 76 88
http://dbpedia.org/resource/Nick_of_Time_(film) 77 89
http://dbpedia.org/resource/The_Journey_of_August_King 78 90
http://dbpedia.org/resource/Mary_Reilly_(film) 79 92
http://dbpedia.org/resource/Vampire_in_Brooklyn 80 93
http://dbpedia.org/resource/Beautiful_Girls_(film) 81 94
http://dbpedia.org/resource/Broken_Arrow_(1996_film) 82 95
http://dbpedia.org/resource/In_the_Bleak_Midwinter_(film) 83 96
http://dbpedia.org/resource/Shopping_(film) 84 98
http://dbpedia.org/resource/Heidi_Fleiss:_Hollywood_Madam 85 99
http://dbpedia.org/resource/City_Hall_(film) 86 100
http://dbpedia.org/resource/Bottle_Rocket 87 101
http://dbpedia.org/resource/Mr._Wrong 88 102
http://dbpedia.org/resource/Unforgettable 89 103
http://dbpedia.org/resource/Happy_Gilmore 90 104
http://dbpedia.org/resource/The_Bridges_of_Madison_County_(film) 91 105
http://dbpedia.org/resource/Muppet_Treasure_Island 92 107
http://dbpedia.org/resource/Catwalk_Dogs 93 108
http://dbpedia.org/resource/Braveheart_(1925_film) 94 110
http://dbpedia.org/resource/Taxi_Driver_(1954_film) 95 111
http://dbpedia.org/resource/Before_and_After_(film) 96 113
http://dbpedia.org/resource/Margaret's_Museum 97 114
http://dbpedia.org/resource/Happiness_Is_in_the_Field 98 115
http://dbpedia.org/resource/Anne_Frank_Remembered 99 116
http://dbpedia.org/resource/The_Young_Poisoner's_Handbook 100 117
http://dbpedia.org/resource/If_Lucy_Fell 101 118
http://dbpedia.org/resource/Steal_Big_Steal_Little 102 119
http://dbpedia.org/resource/Race_the_Sun 103 120
http://dbpedia.org/resource/The_Boys_of_St._Vincent 104 121
http://dbpedia.org/resource/Boomerang_(1992_film) 105 122
http://dbpedia.org/resource/Flirting_with_Disaster_(film) 106 125
http://dbpedia.org/resource/The_NeverEnding_Story_III 107 126
http://dbpedia.org/resource/Pie_in_the_Sky_(1996_film) 108 129
http://dbpedia.org/resource/Angela_(1995_film) 109 130
http://dbpedia.org/resource/Frankie_Starlight 110 131
http://dbpedia.org/resource/Jade_(film) 111 132
http://dbpedia.org/resource/Down_Periscope 112 135
http://dbpedia.org/resource/Man_of_the_Year_(1995_film) 113 137
http://dbpedia.org/resource/The_Neon_Bible_(film) 114 138
http://dbpedia.org/resource/Target_Earth_(film) 115 139
http://dbpedia.org/resource/The_Birdcage 116 141
http://dbpedia.org/resource/Gospa 117 143
http://dbpedia.org/resource/The_Brothers_McMullen 118 144
http://dbpedia.org/resource/Bad_Boys_(1995_film) 119 145
http://dbpedia.org/resource/The_Amazing_Panda_Adventure 120 146
http://dbpedia.org/resource/The_Basketball_Diaries_(film) 121 147
http://dbpedia.org/resource/An_Awfully_Big_Adventure 122 148
http://dbpedia.org/resource/Amateur_(film) 123 149
http://dbpedia.org/resource/Apollo_13_(film) 124 150
http://dbpedia.org/resource/Rob_Roy 125 151
http://dbpedia.org/resource/Addiction_(film) 126 152
http://dbpedia.org/resource/Batman_Forever 127 153
http://dbpedia.org/resource/Belle_de_Jour_(film) 128 154
http://dbpedia.org/resource/Beyond_Rangoon 129 155
http://dbpedia.org/resource/Blue_in_the_Face 130 156
http://dbpedia.org/resource/Canadian_Bacon 131 157
http://dbpedia.org/resource/Casper_(film) 132 158
http://dbpedia.org/resource/Clockers_(film) 133 159
http://dbpedia.org/resource/Congo_(film) 134 160
http://dbpedia.org/resource/Crimson_Tide_(film) 135 161
http://dbpedia.org/resource/Crumb_(film) 136 162
http://dbpedia.org/resource/Desperado_(film) 137 163
http://dbpedia.org/resource/Devil_in_a_Blue_Dress_(film) 138 164
http://dbpedia.org/resource/Die_Hard_with_a_Vengeance 139 165
http://dbpedia.org/resource/The_Doom_Generation 140 166
http://dbpedia.org/resource/Feast_of_July 141 167
http://dbpedia.org/resource/First_Knight 142 168
http://dbpedia.org/resource/Free_Willy_2:_The_Adventure_Home 143 169
http://dbpedia.org/resource/Hackers_(film) 144 170
http://dbpedia.org/resource/Jeffrey_(film) 145 171
http://dbpedia.org/resource/Johnny_Mnemonic_(film) 146 172
http://dbpedia.org/resource/Judge_Dredd_(film) 147 173
http://dbpedia.org/resource/Jury_Duty_(film) 148 174
http://dbpedia.org/resource/Kids_(film) 149 175
http://dbpedia.org/resource/Living_in_Oblivion 150 176
http://dbpedia.org/resource/Lord_of_Illusions 151 177
http://dbpedia.org/resource/Love_and_Human_Remains 152 178
http://dbpedia.org/resource/Mad_Love_(1995_film) 153 179
http://dbpedia.org/resource/Mallrats 154 180
http://dbpedia.org/resource/Mighty_Morphin_Power_Rangers:_The_Movie 155 181
http://dbpedia.org/resource/Moonlight_and_Valentino 156 182
http://dbpedia.org/resource/Mute_Witness 157 183
http://dbpedia.org/resource/Nadja_(film) 158 184
http://dbpedia.org/resource/NetForce_(film) 159 185
